fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6
7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5
7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,5
7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,4
7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,5
7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7
7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5
6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,5
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5
6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6
7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5
7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5
9.4,0.29,0.55,2.2,0.05,17,119,0.9962,3.12,0.69,10.3,4
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5
8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5
6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5
6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6
7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7
8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6
8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5
8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7
7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,5
6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6
6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,7
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8
7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7
8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6
7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,6
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6
8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8
6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7
6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6
5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,7
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,6
6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,5
7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7
6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,7
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7
8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,5
6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,4
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8
5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5
8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7,5
5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5
6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5
6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6
6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,6
6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7
9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5
9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9,5
6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6
6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7
6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5
7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7
6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,6
6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6
6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,5
8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5
7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,5
6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,6
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8
9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,5
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6
9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2,5
9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5
9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,5
8.9,0.34,0.32,1.3,0.041,12,188,0.9953,3.17,0.49,9.5,5
7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6
6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,5
6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5
6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4
5.3,0.395,0.07,1.3,0.035,26,102,0.992,3.5,0.35,10.6,6
7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,4
7.6,0.33,0.36,2.1,0.034,26,172,0.9944,3.42,0.48,10.5,4
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7
8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6
6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4,5
6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5
7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6
7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6
7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6
6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5
6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,7
6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,6
9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2,5
7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6
7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5
6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6
7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5
7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,5
6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8
7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6
7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,6
7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,7
6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6
7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5
7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6
8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6
9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6
7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,5
7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8
7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6
5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7
7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6
7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7
7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6
7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6
7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7
10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,5
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7
6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5
8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,7
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6
7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7
8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,5
5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7
5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,5
5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6
7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,7
6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,6
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6
6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6
6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,6
6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6
6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6
7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6
9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5
6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,7
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6
6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,5
8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7
8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7
7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7
6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6
8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,4
6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,4
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6
7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7
7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6
6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,5
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6
8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6
8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5
7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7
6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,8
9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6
9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6
5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6
6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,6
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5
9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5
6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6
7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6
7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,5
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6
6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6
7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6
7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7
6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6
6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6
5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6
8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5
8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,5
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6
7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6
7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,5
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6
6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8
7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,4
8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,7
6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,7
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7
6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6
6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,7
6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7
6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7
7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6
7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7
6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7
